Entity,Code,Day,people_vaccinated,145608-annotations
Argentina,ARG,2022-10-17,41337706,
Argentina,ARG,2022-10-18,41338900,
Argentina,ARG,2022-10-19,41340181,
Argentina,ARG,2022-10-20,41341407,
Argentina,ARG,2022-10-21,41342819,
Argentina,ARG,2022-10-22,41343042,
Argentina,ARG,2022-10-23,41343100,
Argentina,ARG,2022-10-24,41344147,
Argentina,ARG,2022-10-25,41345257,
Argentina,ARG,2022-10-26,41346201,
Argentina,ARG,2022-10-27,41347381,
Argentina,ARG,2022-10-28,41348477,
Argentina,ARG,2022-10-29,41348596,
Argentina,ARG,2022-10-30,41348618,
Argentina,ARG,2022-10-31,41349483,
Argentina,ARG,2022-11-01,41349687,
Argentina,ARG,2022-11-02,41349687,
