Fecha,Casos (nuevos),Muertes (nuevos),Vacunados (nuevos-full),Cantidad de habitantes
2020-04-03,132.0,3.0,,45510324.0
2020-04-04,186.0,4.0,,45510324.0
2020-04-05,0.0,1.0,,45510324.0
2020-04-06,103.0,4.0,,45510324.0
2020-04-07,74.0,8.0,,45510324.0
2020-04-08,87.0,7.0,,45510324.0
2020-04-09,80.0,9.0,,45510324.0
2020-04-10,180.0,10.0,,45510324.0
2020-04-11,0.0,1.0,,45510324.0
2020-04-12,167.0,7.0,,45510324.0
2020-04-13,66.0,7.0,,45510324.0
2020-04-14,69.0,5.0,,45510324.0
2020-04-15,166.0,9.0,,45510324.0
2020-04-16,128.0,4.0,,45510324.0
2020-04-17,98.0,8.0,,45510324.0
2020-04-18,89.0,6.0,,45510324.0
2020-04-19,81.0,3.0,,45510324.0
2020-04-20,102.0,4.0,,45510324.0
2020-04-21,90.0,11.0,,45510324.0
2020-04-22,113.0,5.0,,45510324.0
2020-04-23,291.0,13.0,,45510324.0
2020-04-24,172.0,11.0,,45510324.0
2020-04-25,173.0,9.0,,45510324.0
2020-04-26,112.0,7.0,,45510324.0
2020-04-27,111.0,5.0,,45510324.0
2020-04-28,124.0,10.0,,45510324.0
2020-04-29,158.0,7.0,,45510324.0
2020-04-30,143.0,4.0,,45510324.0
2020-05-01,104.0,7.0,,45510324.0
2020-05-02,149.0,12.0,,45510324.0
2020-05-03,102.0,9.0,,45510324.0
2020-05-04,104.0,14.0,,45510324.0
2020-05-05,133.0,4.0,,45510324.0
2020-05-06,188.0,9.0,,45510324.0
2020-05-07,163.0,9.0,,45510324.0
2020-05-08,240.0,11.0,,45510324.0
2020-05-09,165.0,7.0,,45510324.0
2020-05-10,258.0,5.0,,45510324.0
2020-05-11,244.0,9.0,,45510324.0
2020-05-12,285.0,5.0,,45510324.0
2020-05-13,316.0,10.0,,45510324.0
2020-05-14,255.0,24.0,,45510324.0
2020-05-15,345.0,3.0,,45510324.0
2020-05-16,326.0,7.0,,45510324.0
2020-05-17,263.0,10.0,,45510324.0
2020-05-18,303.0,9.0,,45510324.0
2020-05-19,438.0,11.0,,45510324.0
2020-05-20,474.0,10.0,,45510324.0
2020-05-21,648.0,13.0,,45510324.0
2020-05-22,718.0,17.0,,45510324.0
2020-05-23,704.0,12.0,,45510324.0
2020-05-24,723.0,7.0,,45510324.0
2020-05-25,552.0,15.0,,45510324.0
2020-05-26,600.0,17.0,,45510324.0
2020-05-27,705.0,16.0,,45510324.0
2020-05-28,769.0,8.0,,45510324.0
2020-05-29,717.0,12.0,,45510324.0
2020-05-30,795.0,8.0,,45510324.0
2020-05-31,637.0,11.0,,45510324.0
2020-06-01,564.0,17.0,,45510324.0
2020-06-02,904.0,13.0,,45510324.0
2020-06-03,949.0,14.0,,45510324.0
2020-06-04,929.0,25.0,,45510324.0
2020-06-05,840.0,24.0,,45510324.0
2020-06-06,983.0,16.0,,45510324.0
2020-06-07,774.0,16.0,,45510324.0
2020-06-08,826.0,29.0,,45510324.0
2020-06-09,1141.0,24.0,,45510324.0
2020-06-10,1226.0,18.0,,45510324.0
2020-06-11,1386.0,30.0,,45510324.0
2020-06-12,1391.0,20.0,,45510324.0
2020-06-13,1531.0,30.0,,45510324.0
2020-06-14,1282.0,18.0,,45510324.0
2020-06-15,1208.0,21.0,,45510324.0
2020-06-16,1374.0,24.0,,45510324.0
2020-06-17,1393.0,35.0,,45510324.0
2020-06-18,1958.0,35.0,,45510324.0
2020-06-19,2060.0,31.0,,45510324.0
2020-06-20,1634.0,13.0,,45510324.0
2020-06-21,1581.0,19.0,,45510324.0
2020-06-22,2146.0,32.0,,45510324.0
2020-06-23,2272.0,35.0,,45510324.0
2020-06-24,2648.0,38.0,,45510324.0
2020-06-25,2606.0,34.0,,45510324.0
2020-06-26,2886.0,34.0,,45510324.0
2020-06-27,2401.0,23.0,,45510324.0
2020-06-28,2189.0,25.0,,45510324.0
2020-06-29,2335.0,48.0,,45510324.0
2020-06-30,2262.0,27.0,,45510324.0
2020-07-01,2667.0,44.0,,45510324.0
2020-07-02,2744.0,34.0,,45510324.0
2020-07-03,2845.0,52.0,,45510324.0
2020-07-04,2590.0,44.0,,45510324.0
2020-07-05,2439.0,26.0,,45510324.0
2020-07-06,2632.0,75.0,,45510324.0
2020-07-07,2979.0,62.0,,45510324.0
2020-07-08,3604.0,50.0,,45510324.0
2020-07-09,3663.0,26.0,,45510324.0
2020-07-10,3367.0,54.0,,45510324.0
2020-07-11,3449.0,36.0,,45510324.0
2020-07-12,2657.0,35.0,,45510324.0
2020-07-13,3099.0,58.0,,45510324.0
2020-07-14,3645.0,65.0,,45510324.0
2020-07-15,4236.0,82.0,,45510324.0
2020-07-16,3637.0,62.0,,45510324.0
2020-07-17,4518.0,66.0,,45510324.0
2020-07-18,3223.0,42.0,,45510324.0
2020-07-19,4231.0,40.0,,45510324.0
2020-07-20,4019.0,113.0,,45510324.0
2020-07-21,5344.0,117.0,,45510324.0
2020-07-22,5782.0,98.0,,45510324.0
2020-07-23,6127.0,114.0,,45510324.0
2020-07-24,5493.0,105.0,,45510324.0
2020-07-25,4814.0,86.0,,45510324.0
2020-07-26,4192.0,46.0,,45510324.0
2020-07-27,4890.0,120.0,,45510324.0
2020-07-28,5939.0,120.0,,45510324.0
2020-07-29,5641.0,109.0,,45510324.0
2020-07-30,6377.0,153.0,,45510324.0
2020-07-31,5929.0,102.0,,45510324.0
2020-08-01,5241.0,53.0,,45510324.0
2020-08-02,5376.0,52.0,,45510324.0
2020-08-03,4824.0,165.0,,45510324.0
2020-08-04,6792.0,166.0,,45510324.0
2020-08-05,7147.0,127.0,,45510324.0
2020-08-06,7513.0,145.0,,45510324.0
2020-08-07,7482.0,160.0,,45510324.0
2020-08-08,6134.0,112.0,,45510324.0
2020-08-09,4688.0,83.0,,45510324.0
2020-08-10,7369.0,158.0,,45510324.0
2020-08-11,7043.0,240.0,,45510324.0
2020-08-12,7663.0,209.0,,45510324.0
2020-08-13,7498.0,149.0,,45510324.0
2020-08-14,6365.0,165.0,,45510324.0
2020-08-15,6663.0,110.0,,45510324.0
2020-08-16,5469.0,66.0,,45510324.0
2020-08-17,4557.0,111.0,,45510324.0
2020-08-18,6840.0,234.0,,45510324.0
2020-08-19,6693.0,282.0,,45510324.0
2020-08-20,8225.0,187.0,,45510324.0
2020-08-21,8159.0,213.0,,45510324.0
2020-08-22,7759.0,118.0,,45510324.0
2020-08-23,5352.0,137.0,,45510324.0
2020-08-24,8713.0,381.0,,45510324.0
2020-08-25,8771.0,197.0,,45510324.0
2020-08-26,10550.0,276.0,,45510324.0
2020-08-27,10104.0,211.0,,45510324.0
2020-08-28,11717.0,221.0,,45510324.0
2020-08-29,9230.0,82.0,,45510324.0
2020-08-30,7187.0,104.0,,45510324.0
2020-08-31,9309.0,203.0,,45510324.0
2020-09-01,10504.0,259.0,,45510324.0
2020-09-02,10933.0,199.0,,45510324.0
2020-09-03,12026.0,243.0,,45510324.0
2020-09-04,10684.0,262.0,,45510324.0
2020-09-05,9924.0,116.0,,45510324.0
2020-09-06,6986.0,120.0,,45510324.0
2020-09-07,9215.0,270.0,,45510324.0
2020-09-08,12027.0,276.0,,45510324.0
2020-09-09,12259.0,253.0,,45510324.0
2020-09-10,11905.0,249.0,,45510324.0
2020-09-11,11507.0,241.0,,45510324.0
2020-09-12,10776.0,115.0,,45510324.0
2020-09-13,9056.0,89.0,,45510324.0
2020-09-14,9909.0,315.0,,45510324.0
2020-09-15,11892.0,185.0,,45510324.0
2020-09-16,11674.0,264.0,,45510324.0
2020-09-17,12701.0,344.0,,45510324.0
2020-09-18,11945.0,196.0,,45510324.0
2020-09-19,9276.0,143.0,,45510324.0
2020-09-20,8431.0,254.0,,45510324.0
2020-09-21,8782.0,429.0,,45510324.0
2020-09-22,12027.0,470.0,,45510324.0
2020-09-23,12625.0,424.0,,45510324.0
2020-09-24,13467.0,390.0,,45510324.0
2020-09-25,12969.0,442.0,,45510324.0
2020-09-26,11249.0,335.0,,45510324.0
2020-09-27,8841.0,206.0,,45510324.0
2020-09-28,11807.0,364.0,,45510324.0
2020-09-29,13477.0,406.0,,45510324.0
2020-09-30,14392.0,418.0,,45510324.0
2020-10-01,14001.0,3351.0,,45510324.0
2020-10-02,14687.0,311.0,,45510324.0
2020-10-03,11129.0,196.0,,45510324.0
2020-10-04,7668.0,223.0,,45510324.0
2020-10-05,11242.0,450.0,,45510324.0
2020-10-06,14740.0,359.0,,45510324.0
2020-10-07,16447.0,399.0,,45510324.0
2020-10-08,15454.0,484.0,,45510324.0
2020-10-09,15099.0,515.0,,45510324.0
2020-10-10,12414.0,356.0,,45510324.0
2020-10-11,10324.0,287.0,,45510324.0
2020-10-12,9524.0,318.0,,45510324.0
2020-10-13,13305.0,386.0,,45510324.0
2020-10-14,14932.0,349.0,,45510324.0
2020-10-15,17096.0,421.0,,45510324.0
2020-10-16,16546.0,381.0,,45510324.0
2020-10-17,13510.0,384.0,,45510324.0
2020-10-18,10561.0,160.0,,45510324.0
2020-10-19,12982.0,449.0,,45510324.0
2020-10-20,16337.0,384.0,,45510324.0
2020-10-21,18326.0,419.0,,45510324.0
2020-10-22,16325.0,438.0,,45510324.0
2020-10-23,15718.0,381.0,,45510324.0
2020-10-24,11968.0,275.0,,45510324.0
2020-10-25,9253.0,283.0,,45510324.0
2020-10-26,11712.0,405.0,,45510324.0
2020-10-27,14308.0,429.0,,45510324.0
2020-10-28,13924.0,341.0,,45510324.0
2020-10-29,13267.0,371.0,,45510324.0
2020-10-30,13379.0,350.0,,45510324.0
2020-10-31,9745.0,210.0,,45510324.0
2020-11-01,6609.0,138.0,,45510324.0
2020-11-02,9598.0,483.0,,45510324.0
2020-11-03,12145.0,429.0,,45510324.0
2020-11-04,10652.0,468.0,,45510324.0
2020-11-05,11100.0,246.0,,45510324.0
2020-11-06,11786.0,370.0,,45510324.0
2020-11-07,8037.0,212.0,,45510324.0
2020-11-08,5331.0,212.0,,45510324.0
2020-11-09,8317.0,347.0,,45510324.0
2020-11-10,11977.0,276.0,,45510324.0
2020-11-11,10880.0,348.0,,45510324.0
2020-11-12,11163.0,251.0,,45510324.0
2020-11-13,11859.0,263.0,,45510324.0
2020-11-14,8468.0,262.0,,45510324.0
2020-11-15,5645.0,129.0,,45510324.0
2020-11-16,7893.0,291.0,,45510324.0
2020-11-17,10621.0,379.0,,45510324.0
2020-11-18,10332.0,241.0,,45510324.0
2020-11-19,10097.0,185.0,,45510324.0
2020-11-20,9608.0,258.0,,45510324.0
2020-11-21,7140.0,112.0,,45510324.0
2020-11-22,4184.0,100.0,,45510324.0
2020-11-23,4265.0,120.0,,45510324.0
2020-11-24,7164.0,310.0,,45510324.0
2020-11-25,8593.0,282.0,,45510324.0
2020-11-26,9043.0,227.0,,45510324.0
2020-11-27,7846.0,275.0,,45510324.0
2020-11-28,6098.0,106.0,,45510324.0
2020-11-29,5432.0,151.0,,45510324.0
2020-11-30,5726.0,257.0,,45510324.0
2020-12-01,8037.0,198.0,,45510324.0
2020-12-02,7533.0,228.0,,45510324.0
2020-12-03,7629.0,149.0,,45510324.0
2020-12-04,6899.0,207.0,,45510324.0
2020-12-05,5201.0,120.0,,45510324.0
2020-12-06,3278.0,138.0,,45510324.0
2020-12-07,3199.0,118.0,,45510324.0
2020-12-08,3610.0,121.0,,45510324.0
2020-12-09,5303.0,213.0,,45510324.0
2020-12-10,6994.0,209.0,,45510324.0
2020-12-11,7112.0,175.0,,45510324.0
2020-12-12,5274.0,62.0,,45510324.0
2020-12-13,3558.0,98.0,,45510324.0
2020-12-14,5062.0,275.0,,45510324.0
2020-12-15,6981.0,163.0,,45510324.0
2020-12-16,6843.0,161.0,,45510324.0
2020-12-17,7326.0,169.0,,45510324.0
2020-12-18,7002.0,138.0,,45510324.0
2020-12-19,5795.0,91.0,,45510324.0
2020-12-20,4116.0,50.0,,45510324.0
2020-12-21,5853.0,184.0,,45510324.0
2020-12-22,8141.0,257.0,,45510324.0
2020-12-23,8586.0,60.0,,45510324.0
2020-12-24,0.0,0.0,,45510324.0
2020-12-25,10689.0,108.0,,45510324.0
2020-12-26,3713.0,79.0,,45510324.0
2020-12-27,5030.0,149.0,,45510324.0
2020-12-28,7216.0,218.0,,45510324.0
2020-12-29,11650.0,150.0,,45510324.0
2020-12-30,11765.0,145.0,20103.0,45510324.0
2020-12-31,11586.0,82.0,2806.0,45510324.0
2021-01-01,4080.0,74.0,128.0,45510324.0
2021-01-02,5240.0,56.0,3312.0,45510324.0
2021-01-03,5884.0,107.0,444.0,45510324.0
2021-01-04,8222.0,152.0,10461.0,45510324.0
2021-01-05,13790.0,151.0,10729.0,45510324.0
2021-01-06,13441.0,191.0,10113.0,45510324.0
2021-01-07,13835.0,146.0,18226.0,45510324.0
2021-01-08,13346.0,151.0,27893.0,45510324.0
2021-01-09,11057.0,144.0,10209.0,45510324.0
2021-01-10,7808.0,78.0,1178.0,45510324.0
2021-01-11,8704.0,159.0,19826.0,45510324.0
2021-01-12,13783.0,194.0,19392.0,45510324.0
2021-01-13,12725.0,135.0,16775.0,45510324.0
2021-01-14,13286.0,142.0,16652.0,45510324.0
2021-01-15,12332.0,102.0,17445.0,45510324.0
2021-01-16,8932.0,68.0,5884.0,45510324.0
2021-01-17,7264.0,112.0,1062.0,45510324.0
2021-01-18,8185.0,425.0,9832.0,45510324.0
2021-01-19,12141.0,234.0,13249.0,45510324.0
2021-01-20,12112.0,150.0,19429.0,45510324.0
2021-01-21,11396.0,139.0,14119.0,45510324.0
2021-01-22,10753.0,220.0,9220.0,45510324.0
2021-01-23,8362.0,162.0,3945.0,45510324.0
2021-01-24,5031.0,90.0,303.0,45510324.0
2021-01-25,7578.0,207.0,14215.0,45510324.0
2021-01-26,10409.0,219.0,12814.0,45510324.0
2021-01-27,10843.0,182.0,10109.0,45510324.0
2021-01-28,9471.0,166.0,16047.0,45510324.0
2021-01-29,9838.0,174.0,23504.0,45510324.0
2021-01-30,6902.0,156.0,9314.0,45510324.0
2021-01-31,4975.0,43.0,624.0,45510324.0
2021-02-01,6614.0,275.0,19530.0,45510324.0
2021-02-02,9695.0,177.0,23878.0,45510324.0
2021-02-03,9196.0,113.0,26618.0,45510324.0
2021-02-04,8891.0,161.0,28140.0,45510324.0
2021-02-05,8374.0,285.0,33045.0,45510324.0
2021-02-06,6680.0,125.0,10928.0,45510324.0
2021-02-07,3658.0,61.0,1384.0,45510324.0
2021-02-08,5154.0,227.0,23429.0,45510324.0
2021-02-09,7794.0,168.0,20199.0,45510324.0
2021-02-10,7739.0,108.0,15628.0,45510324.0
2021-02-11,7311.0,200.0,17857.0,45510324.0
2021-02-12,7151.0,155.0,15842.0,45510324.0
2021-02-13,6057.0,159.0,3036.0,45510324.0
2021-02-14,4245.0,48.0,152.0,45510324.0
2021-02-15,3259.0,91.0,1318.0,45510324.0
2021-02-16,4003.0,105.0,1313.0,45510324.0
2021-02-17,6064.0,184.0,24411.0,45510324.0
2021-02-18,7671.0,241.0,63829.0,45510324.0
2021-02-19,7886.0,143.0,67898.0,45510324.0
2021-02-20,5944.0,122.0,32621.0,45510324.0
2021-02-21,3709.0,76.0,20180.0,45510324.0
2021-02-22,5417.0,161.0,67579.0,45510324.0
2021-02-23,7477.0,151.0,86962.0,45510324.0
2021-02-24,8183.0,140.0,93828.0,45510324.0
2021-02-25,8234.0,145.0,79479.0,45510324.0
2021-02-26,5083.0,92.0,81703.0,45510324.0
2021-02-27,5469.0,59.0,17904.0,45510324.0
2021-02-28,3168.0,19.0,6128.0,45510324.0
2021-03-01,4658.0,112.0,74569.0,45510324.0
2021-03-02,6653.0,115.0,75634.0,45510324.0
2021-03-03,7855.0,261.0,71483.0,45510324.0
2021-03-04,7432.0,191.0,112085.0,45510324.0
2021-03-05,7891.0,140.0,111754.0,45510324.0
2021-03-06,4860.0,86.0,54942.0,45510324.0
2021-03-07,2922.0,10.0,11794.0,45510324.0
2021-03-08,5058.0,241.0,102504.0,45510324.0
2021-03-09,7307.0,131.0,115811.0,45510324.0
2021-03-10,7693.0,107.0,163982.0,45510324.0
2021-03-11,8204.0,134.0,186856.0,45510324.0
2021-03-12,7849.0,85.0,161679.0,45510324.0
2021-03-13,6278.0,68.0,46393.0,45510324.0
2021-03-14,3697.0,24.0,9173.0,45510324.0
2021-03-15,6164.0,166.0,137635.0,45510324.0
2021-03-16,8235.0,200.0,133750.0,45510324.0
2021-03-17,8304.0,195.0,139592.0,45510324.0
2021-03-18,8328.0,155.0,138966.0,45510324.0
2021-03-19,8160.0,90.0,126205.0,45510324.0
2021-03-20,6826.0,41.0,50881.0,45510324.0
2021-03-21,4032.0,28.0,19632.0,45510324.0
2021-03-22,6401.0,126.0,83070.0,45510324.0
2021-03-23,9405.0,152.0,106488.0,45510324.0
2021-03-24,8300.0,123.0,37469.0,45510324.0
2021-03-25,8238.0,146.0,103200.0,45510324.0
2021-03-26,12936.0,143.0,93575.0,45510324.0
